iter	RMSE
489	10.96340515
490	10.96272721
491	10.96225043
492	10.96145651
493	10.96128815
494	10.96078466
495	10.96005131
496	10.95968532
497	10.95910758
498	10.9588335
499	10.95829475
500	10.95786418
501	10.95728198
502	10.95676074
503	10.95603807
504	10.95562598
505	10.9550357
506	10.95466398
507	10.9542921
508	10.95394416
509	10.95349178
510	10.95311572
511	10.95256262
512	10.95209333
513	10.95169781
514	10.95125794
515	10.95058554
516	10.95016133
517	10.94964218
518	10.94914688
519	10.94897889
520	10.94855708
521	10.94828098
522	10.94788981
523	10.94739493
524	10.94714251
525	10.94670187
526	10.9462223
527	10.94572419
528	10.94532012
529	10.94513239
530	10.944792
531	10.94456584
532	10.94418073
533	10.94364393
534	10.94317789
535	10.94271445
536	10.94220427
537	10.94196728
538	10.94164941
539	10.94136663
540	10.94108174
541	10.94068815
542	10.9404513
543	10.94020033
544	10.93988896
545	10.93959307
546	10.93919025
547	10.93893084
548	10.93862174
549	10.93825785
550	10.93768366
551	10.93724857
552	10.93699447
553	10.93660284
554	10.93623759
555	10.93581439
556	10.93551908
557	10.93525971
558	10.93493308
559	10.93469693
560	10.93416032
561	10.93392638
562	10.93379275
563	10.93350588
564	10.93324097
565	10.93292594
566	10.93272636
567	10.93246295
568	10.93220866
569	10.93170331
570	10.93150331
571	10.93132549
572	10.93113066
573	10.93092203
574	10.93058294
575	10.93032673
576	10.93015205
577	10.9296719
578	10.92933074
579	10.92911425
580	10.92883756
581	10.92841191
582	10.92794495
583	10.92758681
584	10.92714446
585	10.92675581
586	10.92659332
587	10.92636916
588	10.92610746
589	10.92583343
590	10.92561121
591	10.92542808
592	10.92523247
593	10.92490576
594	10.92477578
595	10.92466142
596	10.92430539
597	10.92407838
598	10.92398008
599	10.92388105
600	10.92359626
601	10.92338865
602	10.92325893
603	10.92295015
604	10.9225951
605	10.9224227
606	10.92214364
607	10.92191066
608	10.9217512
609	10.92148527
610	10.92122209
611	10.92097973
612	10.92089489
613	10.92078097
614	10.92062862
615	10.92051598
616	10.92031513
617	10.92008056
618	10.91987803
619	10.91962054
620	10.91937061
621	10.91903656
622	10.91879853
623	10.91860429
624	10.91828575
625	10.91794244
626	10.91770282
627	10.91730867
628	10.91702016
629	10.91681908
630	10.91663771
631	10.91637179
632	10.91603435
633	10.91582973
634	10.9156895
635	10.91554146
636	10.91519054
637	10.91478598
638	10.91458446
639	10.91442535
640	10.9142394
641	10.91395267
642	10.91370107
643	10.91339838
644	10.91312437
645	10.91274192
646	10.91259104
647	10.91242564
648	10.91214918
649	10.91191401
650	10.9116793
651	10.91151762
652	10.91126568
653	10.91106582
654	10.91088465
655	10.91069755
656	10.91055506
657	10.91019651
658	10.91001805
659	10.90990176
660	10.90970881
661	10.90940438
662	10.90913534
663	10.90888321
664	10.90855837
665	10.90835987
666	10.90815142
667	10.90799208
668	10.90783599
669	10.90767525
670	10.9075685
671	10.90737061
672	10.9071932
673	10.90695284
674	10.90670309
675	10.90646541
676	10.90638588
677	10.90623813
678	10.90595647
679	10.90585973
680	10.9056252
681	10.90543345
682	10.90522051
683	10.90508727
684	10.90488173
685	10.90476256
686	10.90456941
687	10.90447458
688	10.90435303
689	10.90422093
690	10.90412443
691	10.90390358
692	10.90377367
693	10.9036349
694	10.90355318
695	10.90338359
696	10.90320257
697	10.90302738
698	10.90288526
699	10.90271832
700	10.90259986
701	10.902506
702	10.90232772
703	10.9022339
704	10.90205825
705	10.9018753
706	10.90176481
707	10.90166768
708	10.90151298
709	10.90132148
710	10.90112803
711	10.9010467
712	10.9008979
713	10.90071937
714	10.9005182
715	10.90043125
716	10.90030246
717	10.9001328
718	10.89995651
719	10.89982991
720	10.89974745
721	10.89965148
722	10.89952746
723	10.89933539
724	10.89923301
725	10.89912814
726	10.89894033
727	10.89875213
728	10.89859023
729	10.89849349
730	10.8984151
731	10.89827966
732	10.89816891
733	10.89800748
734	10.89792787
735	10.89781277
736	10.89768723
737	10.89758534
738	10.89747729
739	10.89732431
740	10.89722359
741	10.89707965
742	10.89700532
743	10.8968788
744	10.89675756
745	10.89663917
746	10.89658679
747	10.8964021
748	10.89637381
749	10.8962867
750	10.8961165
751	10.89604612
752	10.89587439
753	10.8957123
754	10.89554683
755	10.89547986
756	10.89541816
757	10.89517775
758	10.89508303
759	10.89490284
760	10.89477715
761	10.89462055
762	10.89452846
763	10.89443934
764	10.89437014
765	10.89422818
766	10.89406859
767	10.89396559
768	10.89393191
769	10.89381996
770	10.89373749
771	10.8936384
772	10.89351623
773	10.89341191
774	10.8932907
775	10.89317503
776	10.89304499
777	10.89290836
778	10.89280972
779	10.89273449
780	10.89259343
781	10.89250341
782	10.89241566
783	10.89227058
784	10.89218336
785	10.89199686
786	10.8919566
787	10.89181062
788	10.89171977
789	10.8916522
790	10.89156104
791	10.89149222
792	10.89142527
793	10.89129712
794	10.89124113
795	10.89110505
796	10.89098354
797	10.89081655
798	10.89071398
799	10.89059654
800	10.89045765
801	10.89032767
802	10.89025558
803	10.89012533
804	10.89002299
805	10.88990708
806	10.88984646
807	10.88979714
808	10.88974667
809	10.88967699
810	10.88961046
811	10.88954643
812	10.88935754
813	10.88922049
814	10.88915625
815	10.88910713
816	10.88906322
817	10.88893618
818	10.88884494
819	10.88880184
820	10.88867566
821	10.8885055
822	10.88838534
823	10.88825955
824	10.88818365
825	10.88805692
826	10.88791084
827	10.88789257
828	10.88778514
829	10.88773822
830	10.88768527
831	10.88760033
832	10.88749359
833	10.88738826
834	10.88731971
835	10.88724888
836	10.88720127
837	10.88708687
838	10.88704456
839	10.88697788
840	10.88688794
841	10.88678409
842	10.88673251
843	10.88665509
844	10.8865563
845	10.88649591
846	10.88637121
847	10.88631373
848	10.88625263
849	10.88613965
850	10.88603545
851	10.88588794
852	10.88582108
853	10.88570315
854	10.88565125
855	10.88557666
856	10.88553651
857	10.88539253
858	10.88529857
859	10.8852142
860	10.88511616
861	10.88504046
862	10.88497673
863	10.88492213
864	10.8848499
865	10.88477796
866	10.88467134
867	10.88457726
868	10.88452905
869	10.88448498
870	10.88437598
871	10.88429331
872	10.88421643
873	10.88409956
874	10.88400697
875	10.88395203
876	10.88392589
877	10.88386619
878	10.88379596
879	10.88371032
880	10.88365336
881	10.8835993
882	10.88356451
883	10.88351047
884	10.88345358
885	10.88336916
886	10.88331343
887	10.88327438
888	10.88323125
889	10.88316619
890	10.88313176
891	10.8830157
892	10.8829167
893	10.88286205
894	10.88273864
895	10.88265412
896	10.88260291
897	10.8825538
898	10.88250127
899	10.88242967
900	10.88233907
901	10.88228123
902	10.88222719
903	10.88215797
904	10.88208016
905	10.88204816
906	10.88200044
907	10.88191296
908	10.88186248
909	10.88178968
910	10.88170935
911	10.88166209
912	10.88160485
913	10.88153145
914	10.88145536
915	10.88136933
916	10.88125888
917	10.88122968
918	10.88119629
919	10.88113253
920	10.88107464
921	10.88104261
922	10.88097099
923	10.88094437
924	10.88088987
925	10.88086525
926	10.88078707
927	10.88071707
928	10.88062006
929	10.88056718
930	10.88053711
931	10.88049682
932	10.88043643
933	10.88039026
934	10.88032729
935	10.8802403
936	10.88019064
937	10.88016074
938	10.88010157
939	10.88005036
940	10.8800318
941	10.87994312
942	10.87991639
943	10.87987567
944	10.87982956
945	10.87975512
946	10.87970769
947	10.8796413
948	10.87959784
949	10.87957433
950	10.87951144
951	10.87944344
952	10.87940074
953	10.87937636
954	10.87930617
955	10.87928177
956	10.87922998
957	10.87920157
958	10.87913823
959	10.879103
960	10.87906447
961	10.87900211
962	10.87896353
963	10.87893129
964	10.87884957
965	10.87878736
966	10.87873651
967	10.87867712
968	10.87860112
969	10.87853748
970	10.87849551
971	10.878464
972	10.8783855
973	10.87828883
974	10.87825698
975	10.87819443
976	10.87814037
977	10.87811086
978	10.87799049
979	10.8779417
980	10.87788898
981	10.87784595
982	10.87779589
983	10.87773493
984	10.87767587
985	10.87761776
986	10.87757486
987	10.87753798
988	10.87746292
989	10.87741503
990	10.87737717
991	10.87732192
992	10.8772878
993	10.8772308
994	10.87716056
995	10.87713987
996	10.87709753
997	10.87705625
998	10.8770303
999	10.87701266
